Файл,Тип кампании,Уровень,ID группы,Название группы,Номер группы,Минус-фраза,Слов,Длина
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-определение,1,12
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-отзывы,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-пакеты,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-парфюмерия,1,11
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-пластик,1,8
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-пленка пвх,2,11
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-подарок,1,8
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-полиэтилен,1,11
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-почему,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-презент,1,8
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-пример,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-продукты,1,9
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-промо,1,6
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-работа,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-развертка,1,10
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-резюме,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-рейтинг,1,8
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-ресторан,1,9
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-реферат,1,8
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-розница,1,8
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-самому,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-самостоятельно,1,15
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-сделать самому,2,15
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-сериал,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-скачать,1,8
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-скачать макет,2,14
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-смотреть,1,9
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-создание карточек,2,18
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-сок,1,4
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-сравнение,1,10
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-стикер,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-схема,1,6
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-тампопечать,1,12
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-термотрансфер,1,14
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-термоэтикетка,1,14
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-требуется,1,10
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-ультрафиолетовая печать,2,24
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-фанера,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-фильм,1,6
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-форум,1,6
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-фулфилмент,1,11
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-хуже,1,5
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-чай,1,4
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-чертеж,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-шаблон,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-шаблон макета,2,14
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-шелкография,1,12
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-шт,1,3
710718813.xlsx,Единая перфоманс-кампания,Группа,5760359467,Фармацевтика (Ключи),1,-штук,1,5
